Validprtprimcattyp|Validprtsubcattyp|Prtid|Locid|Prtlglnm|Prtlocnm|Validloctyp|Phyaddrstr1txt|Phyaddrstr2txt|Phyaddrctynm|PhyAddrStCd|Phyaddrpostcd|Geolattude|Geolngtude|Phone|Fax|Web|Email|Lastupdtdt
ED|SCORE|107336|282935|Seacoast New Hampshire SCORE|Seacoast SCORE|HO|215 Commerce Way||Portsmouth|NH|03801|||(603) 433-0575||http://seacoast.score.org/chapters/seacoast-score|info@scorehelp.org|06/03/2016
ED|SCORE|107379|282978|S.C. Low Country SCORE|S.C. Lowcountry SCORE|HO|1 Chamber of Commerce Drive| |Hilton Head Island|SC|29928-|||(843) 785-7107||http://sclowcountry.score.org/chapters/sc-lowcountry-score|contactus@scorehiltonhead.com|06/03/2016
ED|SCORE|107212|282811|Berks and Schuylkill Cty SCORE|Reading SCORE|HO|c/o Greater Reading Chamber of Commerce|201 Penn Street, Suite 501|Reading|PA|19601|||(610) 376-3497||http://reading.score.org|info@reading.score.org|06/01/2016
ED|SCORE|107230|282829|Savannah  SCORE|Savannah  SCORE|HO|111 E. Liberty Street|Suite 103|Savannah|GA|31401|||(912) 652-4335||http://savannah.score.org/|info@scoresav.org|07/22/2012
ED|SCORE|107229|282828|Santa Barbara SCORE|Santa Barbara SCORE|HO|104 W. Anapamu Street| Santa Barbara Regional Chamber of Commerce|Santa Barbara|CA|93101|||(805) 563-0084||http://santabarbara.score.org/|info@score-santabarbara.org|12/28/2015
ED|SCORE|242233|434694|Santa Cruz County SCORE|Santa Cruz County SCORE|HO|716 G Capitola Ave.| |Capitola|CA|95010||| (831) 621-3735||http://santacruzcounty.score.org/|info@scscore.com|07/21/2012
ED|SCORE|107225|282824|Salt Lake SCORE|Salt Lake SCORE|HO|310 South Main Street| South Mezzanine|Salt Lake City|UT|84111|||(801) 746-2269||http://saltlake.score.org/chapters/salt-lake-score|mallen@saltlakescore.com|06/03/2016
ED|SCORE|107281|282880|Greater Seattle SCORE|Seattle SCORE|HO|2401 4th Avenue|Suite 450|Seattle|WA|98121|||(206)553-7320||http://seattle.score.org/chapters/greater-seattle-score|scoreadmin@seattlescore.org|07/10/2012
ED|SCORE|156725|323655|SCORE Columbus / Moultrie|SCORE Columbus|HO|101 13th Street|Wells Fargo Bank Building|Columbus|GA|31901|||(706) 596-8331||http://columbusga.score.org/|score671@bellsouth.net|06/03/2016
ED|SCORE|245732|450945|SCORE Dubuque Area #0347|SCORE Dubuque Area #0347|HO|4135 Pennsylvania Ave.| |Dubuque|IA|52002||| (563)690-9209||http://dubuquearea.score.org/||06/01/2016
ED|SCORE|245734|450947|SCORE Long Island|SCORE Long Island #0694|HO|350 Motor Parkway| Room 109|Hauppauge|NY|11788|||(888)433-3632||http://longisland.score.org/|LIScore@gmail.com|06/02/2016
ED|SCORE|245737|450950|SCORE Northwest Connecticut #0698|SCORE Northwest Connecticut #0698|HO|333 Kennedy Drive| |Torrington|CT|06790|||||||04/30/2011
ED|SCORE|107296|282895|SCORE Santa Fe & North NM|SCORE Santa Fe & North NM|HO|120 Federal Place, #307| |Santa Fe|NM|87501|||(505) 988-6302||http://santafe.score.org/chapters/score-santa-fe-north-nm|scoresf@yahoo.com|07/17/2012
ED|SCORE|245738|450951|SCORE Sullivan County #0697|SCORE Sullivan County #0697|HO|452 Broaday| |Monticello|NY|12701|||||||04/30/2011
ED|SCORE|107295|282894|SCORE of Hawaii, Inc.|SCORE of Hawaii, Inc.|HO|500 Ala Moana Boulevard|Suite 1-306A|Honolulu|HI|96813|||(808) 547-2700||http://hawaii.score.org/|hawaiiscore@hawaiiscore.org|07/22/2012
ED|SCORE|107219|282818|SE Massachusetts SCORE|SE Massachusetts SCORE|HO|60 School Street| |Brockton|MA|02301-|||(508) 587-2673||http://sema.score.org/chapters/se-massachusetts-score|score@metrosouthchamber.com|07/21/2012
ED|SCORE|107211|282810|Raleigh SCORE 0096|Raleigh SCORE|HO|Century PO Bldg, Suite 306|300 Fayetteville Street Mall|Raleigh|NC|27602|||(919) 856-4739||http://raleigh.score.org/chapters/raleigh-score|contact.raleigh@scorevolunteer.org|07/17/2012
ED|SCORE|107251|282850|Traverse City SCORE|Traverse City SCORE|HO|202 East Grandview Parkway| |Traverse City|MI|49684|||(231) 947-5075||http://traversecity.score.org/chapters/traverse-city-score|score@upnorthscore.com|07/17/2012
ED|SCORE|107254|282853|Tulsa SCORE|Tulsa SCORE|HO|907 S. Detroit, Suite 1001| |Tulsa|OK|74120|||(918) 581-7462||http://tulsa.score.org/chapters/tulsa-score-0|consult@tulsascore.org|06/03/2016
ED|SCORE|107316|282915|Tuolumne County SCORE|Tuolumne County SCORE|HO|222 South Shepherd St.|Tuolumne County Chamber of Commerce|Sonora|CA|95370|||(209)532-4316||http://tuolumnecounty.score.org/|score@mlode.com|01/14/2016
ED|SCORE|107420|283019|Treasure Coast SCORE|Treasure Coast SCORE|HO|3220 S. US Hwy 1Suite #2||Ft. Pierce|FL|34982|||(772) 489-0548||http://treasurecoast.score.org/|score308@bellsouth.net|07/22/2012
ED|SCORE|107252|282851|Treasure Valley SCORE|Treasure Valley SCORE|HO|380 E. Parkcenter Blvd.,|Suite 330|Boise|ID|83706|||(208) 334-1696 ext 338||http://treasurevalley.score.org/chapters/treasure-valley-score|tvscore240@yahoo.com|07/22/2012
ED|SCORE|107203|282802|Tip of the Mitt SCORE|Tip of the Mitt SCORE|HO|401 E. Mitchell| |Petoskey|MI|49770|||(231) 347-4150||http://tipofthemitt.score.org/chapters/tip-mitt-score|chamber@petoskey.com|07/17/2012
ED|SCORE|107250|282849|Northwest Ohio SCORE|Toledo SCORE|HO|c/o Mercy Healthcare Center|2200 Jefferson Avenue, 1st Floor|Toledo|OH|43604|||(419) 259-7598||http://northwestohio.score.org/chapters/northwest-ohio-score|office@nwoscore.org|06/03/2016
ED|SCORE|107343|282942|Southwest Pennsylvania SCORE|Uniontown SCORE|HO|140 N. Beeson Avenue|Room 404|Uniontown|PA|15401|||(724) 437-4222||http://uniontown.score.org/chapters/uniontown-score|uniontownscore@gmail.com|10/06/2014
ED|SCORE|107378|282977|Topeka SCORE|Topeka SCORE|HO|120 SE 6th, Suite 110| |Topeka|KS|66603-|||(785) 234-3049||http://topeka.score.org/chapters/topeka-score|score@topekachamber.org|07/21/2012
ED|SCORE|107310|282909|Ulster SCORE|Ulster SCORE|HO|1 Development Court||Kingston|NY|12401-|||(845) 339-0468||http://ulster.score.org/chapters/ulster-score|SCORE@sunyulster.edu|07/13/2012
ED|SCORE|156761|323719|Rockland County SCORE|Rockland County SCORE|HO|c/o Rockland Community College|145 College Road - Brucker Hall, 6102-G|Suffern|NY|10901|||845-426-1206||http://rocklandcounty.score.org/chapters/rockland-county-score|rockscore@rocklandscore.org|01/03/2013
ED|SCORE|107269|282868|South Sound Tacoma SCORE|Tacoma SCORE|HO|Bates Technical College, Rm M-123B|1101 S. Yakima Ave.|Tacoma|WA|98405|||(855) 685-0166||http://tacoma.score.org/chapters/tacoma-score|score@bates.ctc.edu|12/30/2015
ED|SCORE|107313|282912|Syracuse SCORE|Syracuse SCORE|HO|224 Harrison Street Suite 506 | |Syracuse|NY|13202|||(315) 471-9393 ext.245||http://syracuse.score.org/chapters/syracuse-score|info@syracusescore.org|07/13/2012
ED|SCORE|244431|447154|Sullivan County SCORE|Sullivan County SCORE|HO|c/o Sullivan County Partnership| 198 Bridgeville Road/For Sullivan Cty SCORE|Monticello|NY|12701|||845-343-1515||http://sullivancounty.score.org/chapters/sullivan-county|info@sullivanscore.com|01/14/2016
ED|SCORE|107245|282844|Staten Island SCORE|Staten Island SCORE|HO|1855 Victory Boulevard||Staten Island|NY|10314|||(718) 727-1221||http://statenisland.score.org/chapters/staten-island-score|score476@verizon.net|06/03/2016
ED|SCORE|107380|282979|Westmoreland Co SCORE|Westmoreland Co SCORE|HO|St. Vincent College|300 Fraser Purchase Road|Latrobe|PA|15650-9062|||(724) 539-7505||http://westmoreland.score.org/chapters/westmoreland-co-score|score@email.stvincent.edu|07/12/2012
ED|SCORE|107389|282988|Susquehanna SCORE|Susquehanna SCORE|HO|2101 Pennsylvania Avenue||York|PA|17404|||(717) 845-8830||www.yorkscore.org|score441@yorkscore.org|06/03/2016
ED|SCORE|107382|282981|Modesto/Merced SCORE|Yosemite SCORE|HO|1114 J Street, c/o C of C||Modesto|CA|95354|||510-913-2341||www.score556.org|counselor@score556.org|01/14/2016
ED|SCORE|107382|282981|Modesto/Merced SCORE|Yosemite SCORE|HO|1114 J Street, c/o C of C||Modesto|CA|95354|||510-913-2341||http://modestomerced.score.org/|counselor@score556.org|01/14/2016
ED|SCORE|107271|282870|Youngstown SCORE|Youngstown SCORE|HO|101 West Rayen Ave|Williamson College of Business - YSU Campus|Youngstown|OH|44555|||(330) 941-2948||http://youngstown.score.org/chapters/youngstown-score|ysuscore@YAHOO.com|12/07/2015
ED|SCORE|107270|282869|Yakima Valley SCORE|Yakima Valley SCORE|HO|1105 S. 13th Ave.|MAILING ADDRESS IS PO Box 657|Yakima|WA|98902|||(877) 575-9941||http://yakimavalley.score.org/chapters/yakima-valley-score|yakimascore@yahoo.com|06/03/2016
ED|SCORE|107301|282900|Volusia/Flagler Co SCORE|Volusia/Flagler Co SCORE|HO|149 S. Ridgewood Avenue| |Daytona Beach|FL|32114|||(386) 255-6889||http://volusiaflaglercounties.score.org/|Info@Score87.org|07/22/2012
ED|SCORE|107264|282863|Wichita SCORE|Wichita SCORE|HO|220 W. Douglas Suite 450||Wichita|KS|67202|||(316) 269-6273||http://wichita.score.org/chapters/wichita-score|score143@sbcglobal.net|06/03/2016
ED|SCORE|107276|282875|Willamette SCORE|Willamette SCORE|HO|1401 Willamette Street| |Eugene|OR|97401-6600|||(541) 465-6600||http://willamette.score.org/chapters/willamette-score|score@eugenechamber.com|07/12/2012
ED|SCORE|107257|282856|North Central WV  SCORE|North Central WV  SCORE|HO|230 W. Pike Street|Suites 234-235|Clarksburg|WV|26330|||(304) 624-3554||http://uppermonvalley.score.org/chapters/upper-mon-valley-score|score537@hotmail.com|06/03/2016
ED|SCORE|107256|282855|Grand Forks SCORE|Upper Red River SCORE|HO|1501 28th Avenue South| |Grand Forks|ND|58201-6727|||(701) 746-5851||http://upperredriver.score.org/chapters/upper-red-river-score|gfscore@qwest.net|06/02/2016
ED|SCORE|156731|323661|Upper Shore SCORE|Upper Shore SCORE|HO|122 N. Cross Street|C/O Kent County Chamber of Commerce|Chestertown|MD|21620-1547|||(410)810-2969||http://uppershore.score.org/chapters/eastern-shore-score|bartstolp@gmail.com |06/03/2016
ED|SCORE|107262|282861|Western Connecticut SCORE|Western Connecticut SCORE|HO|158 Main Street|Innovation Center|Danbury|CT|06810|||(203) 794-1404||westernctscore.com|danburyscore@sbcglobal.net|06/03/2016
ED|SCORE|107266|282865|Williamsburg SCORE|Williamsburg SCORE|HO|421 North Boundary Street Chamber of Commerce||Williamsburg|VA|23185|||(757) 229-6511||http://williamsburg.score.org/chapters/williamsburg-score|info@scorewilliamsburg.org|07/10/2012
ED|SCORE|107268|282867|Cape Fear Region SCORE 0283|Cape Fear Region SCORE|HO|Browning Plaza II, Suite 6|4010 Oleander Drive|Wilmington|NC|28403|||(910) 452-5395||http://wilmington.score.org/chapters/wilmington-score|counselor@wilmingtonscore.org|08/17/2016
ED|SCORE|107409|283008|Upper Valley SCORE|Upper Valley SCORE|HO|20 W. Park Street||Lebanon|NH|03766|||(603) 448-3491||http://uppervalley.score.org/|score@valley.net|07/17/2012
ED|SCORE|107242|282841|W. Massachusetts SCORE|W. Massachusetts SCORE|HO|1 Federal Street Bldg 101|Scibelli Enterprise Center|Springfield|MA|01105|||(413) 785-0314||http://westernmassachusetts.score.org/chapters/w-massachusetts-score|contact.0228@scorevolunteer.org|06/03/2016
ED|SCORE|107331|282930|Wausau SCORE|Wausau SCORE|HO|100 N. 72nd Avenue| |Wausau|WI|54401|||(715) 848-5950||http://wausau.score.org/chapters/wausau-score||01/11/2016
ED|SCORE|107258|282857|Utica SCORE|Utica SCORE|HO|520 Seneca St. Suite 102||Utica|NY|13502|||(315) 792-7553||http://utica.score.org/chapters/utica-score|info@uticascore.org|06/03/2016
ED|SCORE|107402|283001|Westchester SCORE|Westchester SCORE|HO|c/o NYS Dept. of Labor|120 Bloomingdale Road|White Plains|NY|10605-|||(914) 948-3907||http://westchester.score.org/chapters/westchester-score|scoreinfo@scorewestchester.com|07/13/2012
ED|SCORE|107297|282896|Western Iowa SCORE|Vista SCORE|HO|201 West Main Street||Cherokee|IA|51012|||(712) 225-5739||http://vista.score.org/chapters/vista-score|vista50588@yahoo.com|06/03/2016
ED|SCORE|107366|282965|Worcester SCORE|Worcester SCORE|HO|446 Main Street Suite 200| |Worcester|MA|01608|||(508) 753-2929||http://worcester.score.org/chapters/worcester-score|info@scoreworcester.org|07/21/2012
ED|SCORE|107274|282873|Ventura County SCORE|Ventura SCORE|HO|516 Pennsfield Place| Suite 206|Thousand Oaks|CA|91360|||(805) 204-6022||www.scoreventura.org|info@scoreventura.org|06/03/2016
ED|SCORE|107260|282859|Washington DC SCORE|Washington DC SCORE|HO|409 3rd Street, SW|Suite 100A|Washington|DC|20024|||202-619-1000||http://washingtondc.score.org/|chapter1@scoredc.org|12/03/2015
ED|SCORE|107145|282744|Western North Carolina SCORE 0242|Western North Carolina SCORE|HO|Federal Bldg., Room 108|140 4th Avenue West|Hendersonville|NC|28792|||(828) 693-8702||http://westernnc.score.org/chapters/western-nc-score |counselors@scorewnc.org|07/17/2012
ED|SCORE|107326|282925|Outer Banks SCORE 0497|Outer Banks SCORE|HO|c/o Outer Banks Chamber of Commerce|101 Town Hall Drive |Kill Devil Hills|NC|27948|||(252) 441-8144||http://outerbanks.score.org/chapters/outer-banks-score|mail@score497.org|07/17/2012
ED|SCORE|107204|282803|Piedmont SCORE|Piedmont SCORE|HO|Federal Bldg., Room B-02|300 E. Washington Street|Greenville|SC|29601|||(864) 271-3638||http://www.piedmontscore.org/|info@piedmontscore.org|07/12/2012
ED|SCORE|107196|282795|Orlando SCORE|Orlando SCORE|HO|3201 E. Colonial Dr| Fashion Square Mall, Suite A-20|Orlando|FL|32803|||(407) 420-4844||http://orlando.score.org/|score@nationalec.org|07/22/2012
ED|SCORE|107305|282904|Southeastern Connecticut SCORE|Old Saybrook SCORE|HO|665 Boston Post Rd|1 Main Street|Old Saybrook|CT|06475|||(860) 388-9508||sect.score.org|score579@hotmail.com|02/17/2017
ED|SCORE|107198|282797|Oxford Hills SCORE|Oxford Hills SCORE|HO|2 Market Square| |South Paris|ME|04281|||(207) 743-0499||http://oxfordhills.score.org/chapters/oxford-hills-score|oxscore@megalink.net|07/21/2012
ED|SCORE|107200|282799|Palm Beach SCORE|Palm Beach SCORE|HO|500 Australian Avenue South|Suite 115|West Palm Beach|FL|33401|||(561) 833-1672||http://palmbeach.score.org/|score_chair@wpbscore.org|07/22/2012
ED|SCORE|107368|282967|Peoria SCORE|Peoria SCORE|HO|c/o Peoria Chamber of Commerce|100 SW Water St |Peoria|IL|61602|||(309) 676-0755||http://peoria.score.org/chapters/peoria-score|scorepeoria@score.h-p.org|07/22/2012
ED|SCORE|107317|282916|Pinellas County SCORE|Pinellas County SCORE|HO|Airport Business Center|4707 140th Avenue North, #311|Clearwater|FL|33762-|||(727) 532-6800||http://pinellascounty.score.org/|score@scorepinellas.org|07/22/2012
ED|SCORE|107374|282973|Greater Omaha SCORE|Omaha SCORE|HO|10675 Bedford Avenue, Suite 100| |Omaha|NE|68134|||(402) 221-3606||http://omaha.score.org/chapters/omaha-score|score@scoreomaha.org|12/07/2015
ED|SCORE|107309|282908|Pasco-Hernando Co SCORE|Pasco-Hernando Co SCORE|HO|6014 US Highway 19|Suite 302|New Port Richey|FL|34652|||(727) 842-4638||http://pascohernando.score.org/|score439@verizon.net|07/22/2012
ED|SCORE|107205|282804|Pittsburgh SCORE|Pittsburgh SCORE|HO|411 Seventh Avenue, Suite 1450| |Pittsburgh|PA|15219-1905|||(412) 395-6560||http://pittsburgh.score.org/chapters/pittsburgh-score|info@scorepittsburgh.com|07/12/2012
ED|SCORE|107350|282949|Orange Cty SCORE|Orange Cty SCORE|HO|5 Hutton Centre Drive|Suite 900|Santa Ana|CA|92707|||(714) 550-7369||http://orangecounty.score.org/|info@score114.org|06/03/2016
ED|SCORE|107195|282794|Orange SCORE|Orange/Sullivan SCORE|HO|30 Scott’s Corners Dr||Montgomery|NY|12549|||(845)457-9700||http://orange.score.org/chapters/orange-score|info@orangenyscore.com|10/06/2014
ED|SCORE|107208|282807|Portland SCORE|Portland SCORE|HO|100 Middle Street East Tower| 2nd Floor|Portland|ME|04101|||(207) 772-1147||http://portlandme.score.org/chapters/portland-score-0|info@scoremaine.com|07/21/2012
ED|SCORE|107207|282806|Portland SCORE|Portland SCORE|HO|620 SW Main, Suite 313||Portland|OR|97205|||(503) 326-5211||http://portlandor.score.org/chapters/portland-score|scorepdx@wa-net.com|12/03/2015
ED|SCORE|276627|507232|North Metro Atlanta SCORE|North Metro Atlanta SCORE|HO|PO Box 78|1425 Market Boulvard, Suite 530|Roswell|GA|30076|||||||05/27/2016
ED|SCORE|276628|507233|Northeast Georgia|Northeast Georgia|HO|PO Box 7142||Gainesville|GA|30504|||||||05/27/2016
ED|SCORE|276527|507154|Panama City SCORE|Panama City SCORE|HO|4750 Collegiate Drive||Panama City|FL|32405|||850-257-3453||https://panamacity.score.org/|panamacity@scorevolunteer.org|04/14/2016
ED|SCORE|276528|507155|Middle Georgia SCORE|Middle Georgia SCORE|HO|305 Coliseum Drive||Macon|GA|31217|||478-621-2000||https://middlegeorgia.score.org|middlegeorgia@scorevolunteer.org|04/14/2016
ED|SCORE|276529|507156|East San Gabriel Valley SCORE|East San Gabriel Valley SCORE|HO|2648 E. Workman Ave|#267|West Covina|CA|91791|||626-593-1120||https://eastsangabrielvalley.score.org/|bill.morland@score.org|04/14/2016
ED|SCORE|276768|507415|SCORE North Metro Atlanta|SCORE North Metro Atlanta|HO|1425 Market Boulevard|Suite 530|Roswell|GA|30076|||678-506-0718||northmetroatlanta.score.org|northmetroatl@scorevolunteer.org|01/11/2017
ED|SCORE|276769|507416|Onslow SCORE|Onslow SCORE|HO|PO Box 12755||Jacksonville|NC|28546|||910-219-4411||onslow.score.org|onslowscore@gmail.com|01/11/2017
ED|SCORE|276647|507252|Lake of the Ozarks SCORE|Lake of the Ozarks SCORE|HO|739 West US Highway 54|PO Box 1375|Camdenton|MO|65020|||(573) 346-5441||||06/06/2016
ED|SCORE|262008|489389|South Central Minnesota Chapter 0710|South Central Minnesota Chapter 0710|HO|525 Florence Avenue||Owatonna|MN|55060|||507-455-3215 x 124||||08/10/2012
ED|SCORE|276530|507157|Tallahassee SCORE|Tallehassee SCORE|HO|914 Railroad Ave|Domi Venture Station|Tallahassee|FL|32310|||850-241-5376||https://tallahassee.score.org/|tallahassee@scorevolunteer.org|06/03/2016
ED|SCORE|276531|507158|Metro Jackson SCORE|Metro Jackson SCORE|HO|201 S President St||Jackson|MS|39201|||601-589-0949||https://jackson.score.org/|scorejacksonms@gmail.com|04/14/2016
ED|SCORE|276767|507414|SCORE Northeast Georgia|SCORE Northeast Georgia|HO|1000 Dawsonville Hwy||Gainesville|GA|30504|||770-538-2522||negeorgia.score.org|nega@scorevolunteer.org|01/11/2017
ED|SCORE|276814|507541|Northeast Mississippi SCORE|Northeast Mississippi SCORE|HO|1889 CR 478||Myrtle|MS|38650|||662-988-3375||nems.score.org|contactkallen@gmail.com|07/13/2017
ED|SCORE|276815|507542|US Virgin Islands SCORE|US Virgin Islands SCORE|HO|8000 Nisky Center|Suite 720|St. Thomas|VI|00802|||340-776-3206|||ch.admin0721@scorevolunteer.org|07/13/2017
ED|SCORE|276648|507253|Quad Cities SCORE|Quad Cities SCORE|HO|Davenport Chamber of Commerce|331 W 3rd Street|Davenport|IA|52801|||(309) 797-0082||||06/06/2016
ED|SCORE|107400|282999|Albuquerque SCORE|Albuquerque SCORE|HO|500 Gold Ave., SW, Suite 11409|P O Box 2206|Albuquerque|NM|87102|||(505) 248-8232||http://lascruces.score.org/chapters/las-cruces-score|abqscore@swcp.com|12/07/2015
ED|SCORE|107058|282657|Akron SCORE|Akron SCORE|HO|175 S. Main St., Summit County Bldg|Suite 204|Akron|OH|44308|||(330) 379-3163||http://akron.score.org/chapters/akron-score|akronchairman@aol.com|07/13/2012
ED|SCORE|107279|282878|Alabama Capitol  SCORE|Alabama Capitol  SCORE|HO|600 South Court Street| |Montgomery|AL|36104-|||(334) 240-6868||http://alabamacapitol.score.org/|score598@att.net|07/06/2012
ED|SCORE|107393|282992|Alleghenies SCORE|Altoona-Blair SCORE|HO|3900 Industrial Park Drive #6| |Altoona|PA|16602-|||(814) 942-9054||http://alleghenies.score.org/chapters/alleghenies-score|score575@atlanticbb.net|10/06/2014
ED|SCORE|107059|282658|Alaska SCORE|Alaska SCORE|HO|US Small Business Administration|PO 756180|Fairbanks|AK|99775|||(907) 271-4022||http://anchorage.score.org|score558@gci.net|05/31/2016
ED|SCORE|107377|282976|Anderson SCORE|Anderson SCORE|HO|1106 Meridian St., Suite 211||Anderson|IN|46016|||(765) 642-0264||http://anderson.score.org/chapters/anderson-score|PostMaster@ScoreAnderson.org|01/11/2016
ED|SCORE|107060|282659|Ann Arbor Area SCORE|Ann Arbor Area SCORE|HO|1100 North Main St.| |Ann Arbor|MI|48104|||(734) 929-1121||http://annarborarea.score.org/chapters/ann-arbor-area-score|info@annarborscore.org|10/02/2014
ED|SCORE|107064|282663|Atlanta SCORE|Atlanta SCORE|HO|233 Peachtree Road NE|Harris Tower, Ste. 1900|Atlanta|GA|30303-|||(404) 331-0121||http://atlanta.score.org/|scoreatlanta@joimail.com|07/22/2012
ED|SCORE|107363|282962|Asheville SCORE 0137|Asheville SCORE|HO|Federal Building, Room 259|151 Patton Avenue|Asheville|NC|28801-5770|||(828) 271-4786||http://asheville.score.org/chapters/asheville-score|info@ashevillescore.org|07/17/2012
ED|SCORE|107056|282655|Auburn SCORE|Auburn SCORE|HO|c/o Chamber of Commerce|2 State Street|Auburn|NY|13021|||(315) 252-7291|||musond55@rochester.rr.com|10/06/2014
ED|SCORE|107065|282664|Augusta SCORE|Augusta SCORE|HO|68 Sewall Street, Room 512| |Augusta|ME|04330|||(207) 622-8509||http://augustame.score.org/chapters/augusta-score|score0305@yahoo.com|07/21/2012
ED|SCORE|107066|282665|Austin SCORE|Austin SCORE|HO|5524 Bee Caves Rd. Westland Park|Building M, #100|Austin|TX|78746|||(512) 928-2425||http://austin.score.org/chapters/austin-score|info@scoreaustin.org|07/12/2012
ED|SCORE|107067|282666|South Alabama SCORE|Baldwin County SCORE|HO|327 Fairhope Ave Eastern Shore |Chamber of Commerce|Fairhope|AL|36532|||(251) 928-6387||http://baldwincounty.score.org/|info@baldwinscore.org|06/03/2016
